TL-IN-2000x1000-EP12;Inox 2000x1000 EP12;;;INOX;12;192.00;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2000x1000-EP15;Inox 2000x1000 EP15;;;INOX;15;240.00;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2000x1000-EP20;Inox 2000x1000 EP20;;;INOX;20;320.00;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP1;Alu 2000x1000 EP1;;;ALU;1;5.40;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP2;Alu 2000x1000 EP2;;;ALU;2;10.80;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP3;Alu 2000x1000 EP3;;;ALU;3;16.20;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP4;Alu 2000x1000 EP4;;;ALU;4;21.60;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP5;Alu 2000x1000 EP5;;;ALU;5;27.00;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP6;Alu 2000x1000 EP6;;;ALU;6;32.40;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP8;Alu 2000x1000 EP8;;;ALU;8;43.20;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP10;Alu 2000x1000 EP10;;;ALU;10;54.00;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP12;Alu 2000x1000 EP12;;;ALU;12;64.80;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP15;Alu 2000x1000 EP15;;;ALU;15;81.00;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2000x1000-EP20;Alu 2000x1000 EP20;;;ALU;20;108.00;;2000;1000;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP1;Acier 2500x1250 EP1;;;ACIER;1;24.53;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP2;Acier 2500x1250 EP2;;;ACIER;2;49.06;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP3;Acier 2500x1250 EP3;;;ACIER;3;73.59;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP4;Acier 2500x1250 EP4;;;ACIER;4;98.13;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP5;Acier 2500x1250 EP5;;;ACIER;5;122.66;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP6;Acier 2500x1250 EP6;;;ACIER;6;147.19;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP8;Acier 2500x1250 EP8;;;ACIER;8;196.25;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP10;Acier 2500x1250 EP10;;;ACIER;10;245.31;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP12;Acier 2500x1250 EP12;;;ACIER;12;294.38;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP15;Acier 2500x1250 EP15;;;ACIER;15;367.97;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-2500x1250-EP20;Acier 2500x1250 EP20;;;ACIER;20;490.63;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP1;Inox 2500x1250 EP1;;;INOX;1;25.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP2;Inox 2500x1250 EP2;;;INOX;2;50.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP3;Inox 2500x1250 EP3;;;INOX;3;75.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP4;Inox 2500x1250 EP4;;;INOX;4;100.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP5;Inox 2500x1250 EP5;;;INOX;5;125.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP6;Inox 2500x1250 EP6;;;INOX;6;150.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP8;Inox 2500x1250 EP8;;;INOX;8;200.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP10;Inox 2500x1250 EP10;;;INOX;10;250.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP12;Inox 2500x1250 EP12;;;INOX;12;300.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP15;Inox 2500x1250 EP15;;;INOX;15;375.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-IN-2500x1250-EP20;Inox 2500x1250 EP20;;;INOX;20;500.00;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP1;Alu 2500x1250 EP1;;;ALU;1;8.44;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP2;Alu 2500x1250 EP2;;;ALU;2;16.88;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP3;Alu 2500x1250 EP3;;;ALU;3;25.31;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP4;Alu 2500x1250 EP4;;;ALU;4;33.75;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP5;Alu 2500x1250 EP5;;;ALU;5;42.19;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP6;Alu 2500x1250 EP6;;;ALU;6;50.63;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP8;Alu 2500x1250 EP8;;;ALU;8;67.50;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP10;Alu 2500x1250 EP10;;;ALU;10;84.38;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP12;Alu 2500x1250 EP12;;;ALU;12;101.25;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP15;Alu 2500x1250 EP15;;;ALU;15;126.56;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AL-2500x1250-EP20;Alu 2500x1250 EP20;;;ALU;20;168.75;;2500;1250;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP1;Acier 3000x1500 EP1;;;ACIER;1;35.33;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP2;Acier 3000x1500 EP2;;;ACIER;2;70.65;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP3;Acier 3000x1500 EP3;;;ACIER;3;105.98;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP4;Acier 3000x1500 EP4;;;ACIER;4;141.30;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP5;Acier 3000x1500 EP5;;;ACIER;5;176.63;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP6;Acier 3000x1500 EP6;;;ACIER;6;211.95;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP8;Acier 3000x1500 EP8;;;ACIER;8;282.60;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP10;Acier 3000x1500 EP10;;;ACIER;10;353.25;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP12;Acier 3000x1500 EP12;;;ACIER;12;423.90;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP15;Acier 3000x1500 EP15;;;ACIER;15;529.88;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AC-3000x1500-EP20;Acier 3000x1500 EP20;;;ACIER;20;706.50;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP1;Inox 3000x1500 EP1;;;INOX;1;36.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP2;Inox 3000x1500 EP2;;;INOX;2;72.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP3;Inox 3000x1500 EP3;;;INOX;3;108.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP4;Inox 3000x1500 EP4;;;INOX;4;144.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP5;Inox 3000x1500 EP5;;;INOX;5;180.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP6;Inox 3000x1500 EP6;;;INOX;6;216.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP8;Inox 3000x1500 EP8;;;INOX;8;288.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP10;Inox 3000x1500 EP10;;;INOX;10;360.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP12;Inox 3000x1500 EP12;;;INOX;12;432.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP15;Inox 3000x1500 EP15;;;INOX;15;540.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-IN-3000x1500-EP20;Inox 3000x1500 EP20;;;INOX;20;720.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP1;Alu 3000x1500 EP1;;;ALU;1;12.15;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP2;Alu 3000x1500 EP2;;;ALU;2;24.30;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP3;Alu 3000x1500 EP3;;;ALU;3;36.45;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP4;Alu 3000x1500 EP4;;;ALU;4;48.60;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP5;Alu 3000x1500 EP5;;;ALU;5;60.75;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP6;Alu 3000x1500 EP6;;;ALU;6;72.90;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP8;Alu 3000x1500 EP8;;;ALU;8;97.20;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP10;Alu 3000x1500 EP10;;;ALU;10;121.50;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP12;Alu 3000x1500 EP12;;;ALU;12;145.80;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP15;Alu 3000x1500 EP15;;;ALU;15;182.25;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
TL-AL-3000x1500-EP20;Alu 3000x1500 EP20;;;ALU;20;243.00;;3000;1500;0;0;0;0;Tôle laser;1;1;;;
